topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
Assisted suicide should be a criminal offence,assisted suicide is equivalent to murder and should be treated as such.,People who are ill do not have clear judgement and are in need of help,1,0,train,0.924964189529419
Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,Assisted suicide allows people to solicit someone to die to their own benefit,1,0,train,0.9355053305625916
Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,Assisted suicide should not be allowed because many times people can still get better,1,0,train,0.9355053305625916
Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,Assisted suicide violates the doctor's role,1,0,train,0.9355053305625916
Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,People do not have the right to self-harm/harm others,1,0,train,0.9355053305625916
Assisted suicide should be a criminal offence,assisted suicide is heartless and inhumane,People who are ill do not have clear judgement and are in need of help,1,0,train,0.9355053305625916
Assisted suicide should be a criminal offence,assisted suicide is immoral and a crime,Assisted suicide allows people to solicit someone to die to their own benefit,1,0,train,0.8297091722488403
Assisted suicide should be a criminal offence,assisted suicide is immoral and a crime,Assisted suicide should not be allowed because many times people can still get better,1,0,train,0.8297091722488403
Assisted suicide should be a criminal offence,assisted suicide is immoral and a crime,Assisted suicide violates the doctor's role,1,0,train,0.8297091722488403
Assisted suicide should be a criminal offence,assisted suicide is immoral and a crime,People who are ill do not have clear judgement and are in need of help,1,0,train,0.8297091722488403
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,Assisted suicide is akin to killing someone,1,1,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,Assisted suicide should not be allowed because many times people can still get better,1,0,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,Assisted suicide violates the doctor's role,1,0,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,People do not have the right to self-harm/harm others,1,0,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another form of murder. murder is illegal so assisted suicide must be illegal as well.,People who are ill do not have clear judgement and are in need of help,1,0,train,0.893563449382782
Assisted suicide should be a criminal offence,assisted suicide is just another word for murder.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0,train,0.8693016171455383
Assisted suicide should be a criminal offence,assisted suicide is just another word for murder.,Assisted suicide is akin to killing someone,1,1,train,0.8693016171455383
Assisted suicide should be a criminal offence,assisted suicide is just another word for murder.,Assisted suicide should not be allowed because many times people can still get better,1,0,train,0.8693016171455383
